trade_date,symbol,name,earnings_yield_pct,pe_zscore_5y,pb_zscore_5y,pe_percentile_5y,pb_percentile_5y,dividend_yield_percentile_5y,equity_risk_premium_pct,equity_bond_yield_ratio,dividend_bond_spread_pct,valuation_temperature
2026-06-25,399006,创业板指,1.2878,3.6903,1.0762,99.92,83.84,40.8,-0.4473,0.7422,-0.9124,83.22
2026-06-26,000001,上证指数,1.2433,1.5135,-0.4488,93.84,26.16,39.44,-0.4881,0.7181,-0.3699,65.72
2026-06-26,000300,沪深300,4.7108,1.6558,-1.3166,95.2,7.2,79.52,2.9794,2.7208,0.6356,48.68
2026-06-26,000688,科创50,0.4655,2.974,0.1533,99.92,68.32,26.48,-1.2659,0.2689,-1.2275,81.0
2026-06-26,000852,中证1000,2.1401,0.957,-0.3836,88.24,32.48,69.28,0.4087,1.236,-0.4166,43.84
2026-06-26,000905,中证500,3.0774,0.6326,1.0909,87.52,83.36,28.0,1.346,1.7774,-0.0644,77.62
2026-06-26,000922,中证红利,9.217,0.7949,-1.2831,76.32,5.52,21.84,7.4856,5.3234,2.9598,56.3
2026-06-26,000985,中证全指,0.8408,0.9522,-0.0177,89.12,46.32,53.52,-0.8906,0.4856,-0.593,58.78
2026-06-26,399001,深证成指,2.0954,0.3282,0.3545,93.52,61.68,52.8,0.364,1.2102,-0.2571,69.32
2026-06-26,399006,创业板指,1.321,3.4834,0.8738,99.6,79.36,45.2,-0.4104,0.7629,-0.883,80.68
2026-06-29,000001,上证指数,1.2173,1.5941,-0.3881,94.0,27.44,35.6,-0.4997,0.7089,-0.369,67.2
2026-06-29,000300,沪深300,4.6719,1.7384,-1.2374,95.52,9.12,77.2,2.9549,2.721,0.6268,50.32
2026-06-29,000688,科创50,0.4265,3.396,0.2385,100.0,72.72,25.36,-1.2905,0.2484,-1.2224,82.8
2026-06-29,000852,中证1000,2.1228,1.015,-0.3499,89.52,33.36,68.16,0.4058,1.2364,-0.4133,44.78
2026-06-29,000905,中证500,3.0288,0.6942,1.19,88.88,84.96,24.16,1.3118,1.764,-0.0739,80.02
2026-06-29,000922,中证红利,9.1828,0.8247,-1.2367,77.36,6.96,19.84,7.4658,5.3481,2.9524,57.58
2026-06-29,000985,中证全指,0.8221,1.0147,0.0074,90.56,48.16,50.4,-0.8949,0.4788,-0.5868,60.5
2026-06-29,399001,深证成指,2.0812,0.3374,0.4197,93.68,63.52,46.4,0.3642,1.2121,-0.2598,71.4
2026-06-29,399006,创业板指,1.3126,3.5114,1.0057,99.68,82.16,42.96,-0.4044,0.7645,-0.8856,81.88
2026-06-30,000001,上证指数,1.2322,1.5428,-0.4166,93.76,26.64,38.64,-0.5008,0.711,-0.3752,66.22
2026-06-30,000300,沪深300,4.7234,1.6217,-1.3387,94.88,6.56,79.76,2.9904,2.7256,0.6376,48.12
2026-06-30,000688,科创50,0.4229,3.4216,0.3365,100.0,76.8,24.48,-1.3101,0.244,-1.2509,84.22
2026-06-30,000852,中证1000,2.1275,1.0016,-0.3477,89.36,33.44,68.64,0.3945,1.2276,-0.4251,45.12
2026-06-30,000905,中证500,3.0373,0.683,1.1708,88.56,84.72,26.4,1.3043,1.7526,-0.0773,79.52
2026-06-30,000922,中证红利,9.372,0.6595,-1.4531,71.2,2.24,29.28,7.639,5.4079,3.0296,51.12
2026-06-30,000985,中证全指,0.8272,0.9953,0.0088,89.92,48.16,52.32,-0.9058,0.4773,-0.598,60.26
2026-06-30,399001,深证成指,2.0627,0.3498,0.4348,94.16,64.0,47.2,0.3297,1.1902,-0.2731,71.72
2026-06-30,399006,创业板指,1.276,3.7054,1.0847,99.92,84.16,39.2,-0.457,0.7363,-0.917,83.82
2026-07-01,000001,上证指数,1.2266,1.5578,-0.1828,93.76,34.88,32.88,-0.5182,0.703,-0.4132,70.34
2026-07-01,000300,沪深300,4.6809,1.7117,-1.1978,95.28,10.56,76.56,2.9361,2.6828,0.591,51.0
2026-07-01,000688,科创50,0.4419,3.1807,0.3696,99.84,77.76,24.56,-1.3029,0.2532,-1.2608,84.36
2026-07-01,000852,中证1000,2.0951,1.1112,-0.1593,91.28,39.12,64.8,0.3503,1.2008,-0.4645,49.68
2026-07-01,000905,中证500,2.9863,0.7498,1.3839,90.64,86.8,19.28,1.2415,1.7115,-0.1206,83.3
2026-07-01,000922,中证红利,9.2464,0.7673,-1.2974,75.12,5.2,20.08,7.5016,5.2994,2.9303,56.22
2026-07-01,000985,中证全指,0.8273,0.9934,0.2342,89.84,60.24,44.16,-0.9175,0.4741,-0.634,65.7
2026-07-01,399001,深证成指,2.0422,0.3639,0.6218,94.72,73.2,39.52,0.2974,1.1704,-0.3142,76.26
2026-07-01,399006,创业板指,1.2771,3.6816,1.1896,99.84,86.48,33.6,-0.4677,0.7319,-0.9494,85.82
2026-07-02,000001,上证指数,1.2066,1.6201,-0.1952,94.08,34.48,30.72,-0.5344,0.6931,-0.4146,71.32
2026-07-02,000300,沪深300,4.6777,1.7152,-1.2077,95.36,9.76,76.56,2.9367,2.6868,0.5959,50.82
2026-07-02,000688,科创50,0.4372,3.2177,0.2603,99.84,74.0,24.8,-1.3038,0.2511,-1.2514,83.38
2026-07-02,000852,中证1000,2.0817,1.1581,-0.1783,92.0,38.64,64.16,0.3407,1.1957,-0.4646,50.28
2026-07-02,000905,中证500,2.9891,0.7458,1.3298,90.56,85.84,18.72,1.2481,1.7169,-0.1181,83.04
2026-07-02,000922,中证红利,9.1515,0.8505,-1.195,78.0,7.92,17.2,7.4105,5.2564,2.8796,59.18
2026-07-02,000985,中证全指,0.8133,1.0408,0.2143,91.52,58.8,42.48,-0.9277,0.4672,-0.6329,66.62
2026-07-02,399001,深证成指,2.0488,0.3587,0.567,94.48,70.8,40.56,0.3078,1.1768,-0.3074,75.24
2026-07-02,399006,创业板指,1.3219,3.4123,1.0726,99.28,83.52,36.56,-0.4191,0.7593,-0.9324,83.9
2026-07-03,000001,上证指数,1.1814,1.7023,-0.0799,94.64,38.96,25.04,-0.5649,0.6765,-0.4368,74.9
2026-07-03,000300,沪深300,4.6294,1.8195,-1.1336,95.6,12.96,73.68,2.8831,2.651,0.5676,52.92
2026-07-03,000688,科创50,0.4002,3.6608,0.2498,100.0,73.04,24.32,-1.3461,0.2292,-1.2636,83.6
2026-07-03,000852,中证1000,2.0539,1.2557,-0.1123,92.48,40.24,61.92,0.3076,1.1761,-0.4841,52.38
2026-07-03,000905,中证500,2.9508,0.7975,1.4189,92.8,87.52,14.0,1.2045,1.6897,-0.141,85.9
2026-07-03,000922,中证红利,9.0784,0.9154,-1.1032,79.92,9.52,15.44,7.3321,5.1987,2.8274,61.42
2026-07-03,000985,中证全指,0.7907,1.1222,0.3281,94.48,67.2,34.16,-0.9556,0.4528,-0.6537,72.78
2026-07-03,399001,深证成指,2.0113,0.3855,0.6444,95.76,74.0,35.36,0.265,1.1517,-0.3295,78.16
2026-07-03,399006,创业板指,1.3027,3.5024,1.1061,99.6,84.8,34.8,-0.4436,0.746,-0.9428,84.92
2026-07-06,000001,上证指数,1.166,1.7529,-0.0845,95.12,38.8,24.24,-0.5719,0.6709,-0.4319,75.34
2026-07-06,000300,沪深300,4.5542,1.9873,-1.0411,96.8,16.88,69.68,2.8163,2.6205,0.5485,55.76
2026-07-06,000688,科创50,0.3835,3.8727,0.1951,100.0,70.64,24.88,-1.3544,0.2207,-1.2474,82.92
2026-07-06,000852,中证1000,2.0481,1.2768,-0.1182,92.72,40.16,61.52,0.3102,1.1785,-0.478,52.44
2026-07-06,000905,中证500,2.9441,0.8066,1.4498,93.04,88.32,12.4,1.2062,1.6941,-0.1401,86.54
2026-07-06,000922,中证红利,8.9267,1.0544,-0.8885,83.68,13.04,12.4,7.1888,5.1365,2.7521,65.12
2026-07-06,000985,中证全指,0.7826,1.1512,0.2806,94.96,64.32,35.12,-0.9553,0.4503,-0.6441,71.9
2026-07-06,399001,深证成指,1.999,0.3942,0.6534,96.16,74.32,33.76,0.2611,1.1502,-0.3259,78.88
2026-07-06,399006,创业板指,1.3158,3.4141,1.0657,99.36,83.12,35.52,-0.4221,0.7571,-0.931,84.16
2026-07-07,000001,上证指数,1.1779,1.7071,-0.3542,94.64,28.64,33.84,-0.5627,0.6767,-0.4043,70.04
2026-07-07,000300,沪深300,4.6054,1.865,-1.1716,95.84,11.28,74.48,2.8648,2.6459,0.5798,52.48
2026-07-07,000688,科创50,0.3906,3.7451,0.1654,99.92,68.8,25.36,-1.35,0.2244,-1.2457,82.3
2026-07-07,000852,中证1000,2.0924,1.1239,-0.3225,91.52,34.32,66.0,0.3518,1.2021,-0.4496,48.12
2026-07-07,000905,中证500,3.0098,0.7183,1.1974,89.68,84.72,21.76,1.2692,1.7291,-0.1073,81.52
2026-07-07,000922,中证红利,9.0148,0.9715,-1.015,81.76,11.36,14.16,7.2742,5.1792,2.8065,63.16
2026-07-07,000985,中证全指,0.7943,1.1051,0.0335,93.84,48.56,48.08,-0.9463,0.4563,-0.6198,64.08
2026-07-07,399001,深证成指,2.0385,0.3647,0.4605,94.64,65.52,43.28,0.2979,1.1712,-0.2973,73.4
2026-07-07,399006,创业板指,1.3264,3.3422,0.9521,98.96,81.04,40.72,-0.4142,0.762,-0.9174,82.16
2026-07-08,000001,上证指数,1.1862,1.675,-0.4263,94.24,26.4,35.12,-0.5523,0.6823,-0.395,68.78
2026-07-08,000300,沪深300,4.6175,1.8334,-1.1897,95.6,10.64,74.96,2.879,2.656,0.5862,52.08
2026-07-08,000688,科创50,0.3604,4.1761,0.106,100.0,66.24,25.92,-1.3781,0.2073,-1.2404,81.64
2026-07-08,000852,中证1000,2.1209,1.0293,-0.386,90.0,32.32,67.52,0.3824,1.22,-0.4366,45.78
2026-07-08,000905,中证500,3.0469,0.6701,1.1258,87.84,83.76,23.92,1.3084,1.7526,-0.0955,79.64
2026-07-08,000922,中证红利,8.9704,1.0115,-0.9422,82.96,12.48,13.6,7.2319,5.1599,2.793,64.22
2026-07-08,000985,中证全指,0.8075,1.055,-0.0636,92.4,43.36,50.64,-0.931,0.4645,-0.6073,61.08
2026-07-08,399001,深证成指,2.0863,0.3308,0.3572,93.12,61.6,47.2,0.3478,1.2,-0.2781,70.7
2026-07-08,399006,创业板指,1.3573,3.1679,0.876,98.64,78.96,42.64,-0.3812,0.7807,-0.9082,80.62
2026-07-09,000001,上证指数,1.2023,1.6172,-0.4526,93.92,25.92,36.88,-0.5353,0.692,-0.387,67.58
2026-07-09,000300,沪深300,4.6271,1.8077,-1.1967,95.52,9.92,76.24,2.8895,2.6629,0.5968,51.46
2026-07-09,000688,科创50,0.3374,4.5418,0.2231,100.0,71.92,24.32,-1.4002,0.1942,-1.2523,83.52
2026-07-09,000852,中证1000,2.1452,0.9508,-0.4263,88.0,30.96,69.12,0.4076,1.2346,-0.4242,43.5
2026-07-09,000905,中证500,3.0504,0.6656,1.1256,87.68,83.76,24.88,1.3128,1.7555,-0.0885,79.2
2026-07-09,000922,中证红利,9.0785,0.9114,-1.0578,79.52,10.24,15.84,7.3409,5.2247,2.8479,61.26
2026-07-09,000985,中证全指,0.8191,1.012,-0.0828,90.32,42.32,52.96,-0.9185,0.4714,-0.6002,59.18
2026-07-09,399001,深证成指,2.0914,0.3269,0.3412,92.96,61.36,50.24,0.3538,1.2036,-0.2694,69.8
2026-07-09,399006,创业板指,1.3401,3.2438,0.9236,98.72,80.4,41.84,-0.3975,0.7712,-0.9102,81.44
2026-07-10,000001,上证指数,1.2375,1.5004,-0.3322,93.12,29.52,34.64,-0.5023,0.7113,-0.398,67.68
2026-07-10,000300,沪深300,4.6619,1.7265,-1.136,95.2,12.88,74.4,2.9221,2.6795,0.5816,52.3
2026-07-10,000688,科创50,0.372,3.9268,0.2038,99.84,71.36,24.4,-1.3678,0.2138,-1.2523,83.26
2026-07-10,000852,中证1000,2.1588,0.9085,-0.3335,87.04,34.32,67.68,0.419,1.2408,-0.437,44.18
2026-07-10,000905,中证500,3.0614,0.6517,1.1842,87.6,84.56,24.72,1.3216,1.7596,-0.092,79.28
2026-07-10,000922,中证红利,9.073,0.9155,-1.032,79.84,10.96,15.84,7.3332,5.215,2.8464,61.66
2026-07-10,000985,中证全指,0.8453,0.9214,0.0405,88.08,48.8,49.44,-0.8945,0.4859,-0.6124,60.26
2026-07-10,399001,深证成指,2.1252,0.3038,0.4181,92.16,63.44,46.96,0.3854,1.2215,-0.2803,70.62
2026-07-10,399006,创业板指,1.3901,2.9819,0.9524,97.44,81.04,41.36,-0.3497,0.799,-0.9138,80.72
2026-07-13,000001,上证指数,1.2106,1.5838,-0.5675,93.52,21.28,39.52,-0.5336,0.6941,-0.3849,65.56
2026-07-13,000300,沪深300,4.6565,1.7349,-1.2069,95.2,9.6,76.08,2.9123,2.6697,0.5884,51.2
2026-07-13,000688,科创50,0.3503,4.244,0.0356,99.92,62.08,26.56,-1.3939,0.2009,-1.238,80.5
2026-07-13,000852,中证1000,2.1844,0.8291,-0.5,84.16,28.32,69.76,0.4402,1.2524,-0.4227,40.88
2026-07-13,000905,中证500,3.1002,0.6032,0.9852,86.88,81.36,28.72,1.356,1.7775,-0.0755,76.52
2026-07-13,000922,中证红利,9.0086,0.9733,-0.9524,81.92,12.56,15.2,7.2644,5.1649,2.8226,63.38
2026-07-13,000985,中证全指,0.8346,0.9559,-0.2391,88.88,31.92,58.4,-0.9096,0.4785,-0.5918,54.56
2026-07-13,399001,深证成指,2.1617,0.2798,0.2047,91.6,55.12,56.32,0.4175,1.2393,-0.2568,65.58
2026-07-13,399006,创业板指,1.451,2.6931,0.7439,96.48,76.16,45.52,-0.2932,0.8319,-0.8951,77.62
2026-07-14,000001,上证指数,1.1958,1.6298,-0.4146,94.08,26.72,34.32,-0.5444,0.6872,-0.3996,68.66
2026-07-14,000300,沪深300,4.5869,1.8872,-1.1098,96.24,13.76,72.24,2.8467,2.6359,0.5629,53.96
2026-07-14,000688,科创50,0.3536,4.1561,0.0257,99.84,61.6,26.4,-1.3866,0.2032,-1.2347,80.38
2026-07-14,000852,中证1000,2.1509,0.9375,-0.4064,87.76,32.0,68.0,0.4107,1.236,-0.4351,43.92
2026-07-14,000905,中证500,3.0533,0.6626,1.1258,87.84,83.68,24.08,1.3131,1.7546,-0.0949,79.46
2026-07-14,000922,中证红利,8.8916,1.0813,-0.8134,84.32,14.88,12.4,7.1514,5.1095,2.7609,66.12
2026-07-14,000985,中证全指,0.8207,1.0022,-0.0937,90.16,41.36,51.84,-0.9195,0.4716,-0.6056,59.34
2026-07-14,399001,深证成指,2.114,0.3105,0.3104,92.32,60.4,49.04,0.3738,1.2148,-0.2743,69.54
2026-07-14,399006,创业板指,1.4384,2.7431,0.7683,96.48,77.04,44.72,-0.3018,0.8266,-0.8948,78.1
2026-07-15,000001,上证指数,1.1954,1.6279,-0.3064,94.08,30.96,30.64,-0.5452,0.6868,-0.4148,70.68
2026-07-15,000300,沪深300,4.5369,1.9977,-0.9794,97.04,19.6,65.12,2.7963,2.6065,0.5247,57.96
2026-07-15,000688,科创50,0.3613,4.0007,0.0133,99.68,60.8,26.08,-1.3793,0.2076,-1.2371,80.2
2026-07-15,000852,中证1000,2.1343,0.9931,-0.3057,89.04,35.2,64.96,0.3937,1.2262,-0.4538,46.56
2026-07-15,000905,中证500,3.0299,0.6929,1.2392,88.96,85.12,19.28,1.2893,1.7407,-0.1142,81.84
2026-07-15,000922,中证红利,8.762,1.2039,-0.6452,86.48,21.44,10.16,7.0214,5.0339,2.6941,69.5
2026-07-15,000985,中证全指,0.8171,1.0133,0.0003,90.64,47.36,47.76,-0.9235,0.4694,-0.6196,62.18
2026-07-15,399001,深证成指,2.0968,0.3217,0.422,92.72,63.76,42.08,0.3562,1.2047,-0.3002,72.44
2026-07-15,399006,创业板指,1.4375,2.7407,0.8248,96.48,78.24,41.68,-0.3031,0.8259,-0.9127,79.18
2026-07-16,000001,上证指数,1.2173,1.5527,-0.3461,93.28,29.12,32.8,-0.5264,0.6981,-0.4132,68.88
2026-07-16,000300,沪深300,4.6193,1.8052,-1.0317,95.36,17.04,67.84,2.8756,2.6492,0.5342,55.5
2026-07-16,000688,科创50,0.3503,4.149,-0.0241,99.92,58.64,25.76,-1.3934,0.2009,-1.2439,79.88
2026-07-16,000852,中证1000,2.1605,0.9097,-0.3253,86.96,34.64,65.36,0.4168,1.239,-0.4545,44.88
2026-07-16,000905,中证500,3.058,0.6569,1.1839,87.84,84.56,21.04,1.3143,1.7538,-0.1107,80.4
2026-07-16,000922,中证红利,8.8411,1.1263,-0.7235,85.04,17.84,10.96,7.0974,5.0703,2.7166,67.66
2026-07-16,000985,中证全指,0.8365,0.9449,-0.0168,88.48,46.08,48.0,-0.9072,0.4797,-0.6204,60.56
2026-07-16,399001,深证成指,2.1374,0.2943,0.3969,91.84,62.88,42.88,0.3937,1.2258,-0.2998,71.3
2026-07-16,399006,创业板指,1.4794,2.5531,0.8117,96.08,78.0,41.36,-0.2643,0.8484,-0.917,78.56
2026-07-17,000001,上证指数,1.2203,1.5398,-0.6743,93.04,19.52,42.88,-0.5201,0.7012,-0.3749,63.66
2026-07-17,000300,沪深300,4.6371,1.7618,-1.1186,94.96,13.28,72.08,2.8967,2.6644,0.5617,53.22
2026-07-17,000688,科创50,0.419,3.1691,-0.1599,99.2,49.44,28.24,-1.3214,0.2407,-1.2174,76.38
2026-07-17,000852,中证1000,2.22,0.7255,-0.5835,80.4,26.08,70.4,0.4796,1.2755,-0.4117,38.48
2026-07-17,000905,中证500,3.1306,0.5667,0.9562,86.32,80.96,28.72,1.3902,1.7988,-0.0716,75.58
2026-07-17,000922,中证红利,8.8609,1.1061,-0.749,84.64,16.64,11.44,7.1205,5.0913,2.7385,67.0
2026-07-17,000985,中证全指,0.8412,0.9279,-0.3349,87.92,27.36,60.08,-0.8992,0.4833,-0.5836,52.4
2026-07-17,399001,深证成指,2.1887,0.2613,0.1582,91.12,52.72,54.96,0.4483,1.2576,-0.2589,64.62
2026-07-17,399006,创业板指,1.5463,2.2787,0.5663,95.68,70.48,46.08,-0.1941,0.8885,-0.8828,75.04
2026-07-20,000001,上证指数,1.1887,1.6415,-0.7428,94.16,18.88,42.24,-0.5566,0.6811,-0.3811,65.22
2026-07-20,000300,沪深300,4.5247,2.0129,-0.9216,97.44,21.6,59.84,2.7794,2.5925,0.4982,60.2
2026-07-20,000688,科创50,0.4078,3.2863,-0.0484,99.2,57.44,25.92,-1.3375,0.2337,-1.242,79.08
2026-07-20,000852,中证1000,2.209,0.7605,-0.5496,82.0,27.12,69.52,0.4637,1.2657,-0.4278,39.5
2026-07-20,000905,中证500,3.082,0.627,1.0982,87.28,82.88,23.36,1.3367,1.7659,-0.1031,78.76
2026-07-20,000922,中证红利,8.6254,1.3339,-0.4696,89.12,34.16,8.32,6.8801,4.942,2.6236,74.92
2026-07-20,000985,中证全指,0.8287,0.9687,-0.4456,88.96,24.16,63.04,-0.9166,0.4748,-0.5822,51.78
2026-07-20,399001,深证成指,2.1741,0.2701,0.2397,91.28,56.48,47.44,0.4288,1.2457,-0.2834,67.94
2026-07-20,399006,创业板指,1.5501,2.2622,0.5981,95.6,71.68,44.8,-0.1952,0.8881,-0.8986,75.66
2026-07-21,000001,上证指数,1.1696,1.7039,-0.7408,94.8,18.96,42.8,-0.5754,0.6702,-0.3799,65.72
2026-07-21,000300,沪深300,4.5171,2.0256,-0.9264,97.68,21.44,60.24,2.7721,2.5886,0.5002,60.2
2026-07-21,000688,科创50,0.3692,3.7851,0.0736,99.52,64.8,24.64,-1.3758,0.2116,-1.2515,81.54
2026-07-21,000852,中证1000,2.1807,0.8506,-0.4712,84.48,29.44,68.48,0.4357,1.2497,-0.4365,41.74
2026-07-21,000905,中证500,3.0362,0.6856,1.211,89.04,84.96,18.96,1.2912,1.7399,-0.1186,81.92
2026-07-21,000922,中证红利,8.7336,1.2253,-0.6078,87.04,24.24,9.44,6.9886,5.0049,2.6672,70.6
2026-07-21,000985,中证全指,0.8076,1.0412,-0.4211,92.24,24.88,61.92,-0.9374,0.4628,-0.5843,54.02
2026-07-21,399001,深证成指,2.1131,0.3094,0.366,92.32,62.08,42.64,0.3681,1.2109,-0.3015,71.7
2026-07-21,399006,创业板指,1.4839,2.5267,0.7777,95.92,77.28,41.84,-0.2611,0.8504,-0.9155,78.24
2026-07-22,000001,上证指数,1.1807,1.662,-0.7893,94.4,18.48,46.32,-0.549,0.6826,-0.3568,63.78
2026-07-22,000300,沪深300,4.485,2.0958,-0.8483,98.24,23.28,53.84,2.7553,2.5929,0.498,62.58
2026-07-22,000688,科创50,0.4054,3.2776,0.0171,99.12,61.04,26.72,-1.3243,0.2344,-1.2206,79.66
2026-07-22,000852,中证1000,2.2059,0.7735,-0.5322,82.24,27.52,69.52,0.4762,1.2753,-0.4112,39.56
2026-07-22,000905,中证500,3.0421,0.6783,1.2427,88.72,85.12,19.92,1.3124,1.7587,-0.1005,81.18
2026-07-22,000922,中证红利,8.6663,1.2897,-0.5194,88.8,30.24,8.88,6.9366,5.0103,2.6624,73.1
2026-07-22,000985,中证全指,0.8185,1.001,-0.4886,90.32,23.12,65.28,-0.9112,0.4732,-0.5599,51.16
2026-07-22,399001,深证成指,2.1342,0.295,0.3548,91.76,61.76,43.2,0.4045,1.2339,-0.2839,70.82
2026-07-22,399006,创业板指,1.4988,2.4615,0.7233,95.76,75.68,43.04,-0.2309,0.8665,-0.8974,77.24
2026-07-23,000001,上证指数,1.1801,1.6607,-0.6145,94.4,20.56,38.48,-0.5524,0.6811,-0.3786,66.48
2026-07-23,000300,沪深300,4.4358,2.2072,-0.7767,99.12,25.92,47.76,2.7033,2.5604,0.4772,65.58
2026-07-23,000688,科创50,0.4297,2.9817,0.0216,98.72,61.36,26.32,-1.3028,0.248,-1.2266,79.54
2026-07-23,000852,中证1000,2.1799,0.857,-0.4222,84.88,31.36,67.6,0.4474,1.2582,-0.4278,42.14
2026-07-23,000905,中证500,3.0084,0.7224,1.3457,90.56,86.32,15.12,1.2759,1.7364,-0.1179,83.94
2026-07-23,000922,中证红利,8.5963,1.3577,-0.4263,89.68,37.52,7.84,6.8638,4.9618,2.6208,76.14
2026-07-23,000985,中证全指,0.8163,1.0071,-0.314,90.72,28.8,57.92,-0.9162,0.4712,-0.5808,54.68
2026-07-23,399001,深证成指,2.1014,0.3165,0.4489,92.64,64.72,39.68,0.3689,1.2129,-0.2976,73.2
2026-07-23,399006,创业板指,1.474,2.5626,0.7313,96.08,75.92,42.8,-0.2585,0.8508,-0.9003,77.72
2026-07-24,000001,上证指数,1.1988,1.5943,-0.8717,93.52,17.36,51.2,-0.5294,0.6936,-0.3431,61.4
2026-07-24,000300,沪深300,4.4993,2.051,-0.948,97.92,20.64,62.96,2.7711,2.6035,0.5273,59.4
2026-07-24,000688,科创50,0.423,3.0423,-0.0722,98.8,55.76,27.52,-1.3052,0.2448,-1.2092,77.94
2026-07-24,000852,中证1000,2.2306,0.7014,-0.6554,79.36,23.92,71.6,0.5024,1.2907,-0.3875,37.14
2026-07-24,000905,中证500,3.0894,0.6186,1.0405,87.2,81.6,26.56,1.3612,1.7876,-0.0699,77.1
2026-07-24,000922,中证红利,8.6815,1.2711,-0.5574,88.32,27.36,9.36,6.9533,5.0234,2.681,71.96
2026-07-24,000985,中证全指,0.8318,0.952,-0.5555,88.48,21.44,67.84,-0.8964,0.4813,-0.5462,49.02
2026-07-24,399001,深证成指,2.1534,0.2818,0.1795,91.36,53.76,53.52,0.4252,1.2461,-0.2509,65.84
2026-07-24,399006,创业板指,1.5054,2.4291,0.555,95.6,70.32,46.0,-0.2228,0.8711,-0.8716,75.1
2026-07-27,000001,上证指数,1.2074,1.5627,-0.6546,93.04,20.08,41.28,-0.5263,0.6964,-0.3712,64.32
2026-07-27,000300,沪深300,4.4914,2.0643,-0.888,98.08,22.56,59.76,2.7577,2.5906,0.5102,60.9
2026-07-27,000688,科创50,0.41,3.1773,-0.0048,98.96,59.44,26.16,-1.3237,0.2365,-1.228,79.4
2026-07-27,000852,中证1000,2.1933,0.8181,-0.4675,83.76,29.76,68.56,0.4596,1.2651,-0.4216,40.98
2026-07-27,000905,中证500,3.04,0.6816,1.2164,88.96,84.88,20.32,1.3063,1.7535,-0.1026,81.34
2026-07-27,000922,中证红利,8.6524,1.2982,-0.4898,88.8,32.88,8.24,6.9187,4.9907,2.6488,74.22
2026-07-27,000985,中证全指,0.832,0.9501,-0.3308,88.32,28.0,59.92,-0.9017,0.4799,-0.5766,52.86
2026-07-27,399001,深证成指,2.1145,0.307,0.3604,92.0,62.0,43.6,0.3808,1.2197,-0.2847,71.22
2026-07-27,399006,创业板指,1.4702,2.5737,0.6955,96.08,74.8,43.2,-0.2635,0.848,-0.8997,77.42
2026-07-28,000001,上证指数,1.2221,1.5122,-0.6631,92.4,20.0,41.12,-0.513,0.7043,-0.3731,63.64
2026-07-28,000300,沪深300,4.5069,2.0231,-0.8888,97.6,22.48,58.4,2.7718,2.5975,0.5056,60.92
2026-07-28,000688,科创50,0.4343,2.8919,-0.0587,98.48,56.48,26.88,-1.3008,0.2503,-1.2247,78.08
2026-07-28,000852,中证1000,2.2306,0.7043,-0.4947,79.36,28.64,68.88,0.4955,1.2856,-0.4196,39.1
2026-07-28,000905,中证500,3.0811,0.6295,1.1198,87.52,83.28,23.68,1.346,1.7758,-0.0906,78.74
2026-07-28,000922,中证红利,8.6214,1.3271,-0.4402,89.04,36.4,7.84,6.8863,4.9688,2.6251,75.58
2026-07-28,000985,中证全指,0.8522,0.8819,-0.3415,86.0,27.12,60.16,-0.8829,0.4911,-0.5773,51.3
2026-07-28,399001,深证成指,2.1611,0.2763,0.2891,90.96,59.12,45.84,0.426,1.2455,-0.2774,69.0
2026-07-28,399006,创业板指,1.5233,2.3533,0.5944,95.28,71.52,44.4,-0.2118,0.8779,-0.8908,75.66
2026-07-29,000001,上证指数,1.2029,1.5715,-0.4926,93.2,24.8,34.24,-0.53,0.6942,-0.3953,67.46
2026-07-29,000300,沪深300,4.4876,2.0629,-0.7801,98.08,25.84,49.52,2.7547,2.5897,0.4834,64.36
2026-07-29,000688,科创50,0.4237,2.9936,0.0259,98.64,61.6,24.4,-1.3092,0.2445,-1.2374,80.2
2026-07-29,000852,中证1000,2.1792,0.8655,-0.324,85.2,35.28,63.92,0.4463,1.2576,-0.4481,44.24
2026-07-29,000905,中证500,3.0132,0.7168,1.3392,90.64,86.24,13.2,1.2803,1.7388,-0.1251,84.32
2026-07-29,000922,中证红利,8.5321,1.4151,-0.2887,91.44,48.72,5.84,6.7992,4.9236,2.5645,80.42
2026-07-29,000985,中证全指,0.8378,0.9278,-0.1905,87.84,35.68,51.84,-0.8951,0.4835,-0.5964,56.4
2026-07-29,399001,深证成指,2.1289,0.2968,0.4697,91.6,66.32,38.16,0.396,1.2285,-0.3022,73.36
2026-07-29,399006,创业板指,1.5027,2.4331,0.6801,95.52,74.4,44.0,-0.2302,0.8672,-0.8922,76.66
2026-07-30,000001,上证指数,1.1886,1.6161,-0.5326,93.92,22.88,34.24,-0.531,0.6912,-0.3822,67.18
2026-07-30,000300,沪深300,4.4538,2.137,-0.6788,98.8,27.68,42.24,2.7342,2.59,0.4721,67.08
2026-07-30,000688,科创50,0.4339,2.8717,0.0075,98.4,60.16,24.16,-1.2857,0.2523,-1.2251,79.52
2026-07-30,000852,中证1000,2.1762,0.8762,-0.3338,85.84,34.64,63.44,0.4566,1.2655,-0.438,44.12
2026-07-30,000905,中证500,3.0189,0.7093,1.3147,90.16,85.84,12.24,1.2993,1.7556,-0.1158,84.02
2026-07-30,000922,中证红利,8.4099,1.5388,-0.1158,94.88,56.8,3.6,6.6903,4.8906,2.5139,84.64
