trade_date,symbol,name,earnings_yield_pct,pe_zscore_5y,pb_zscore_5y,pe_percentile_5y,pb_percentile_5y,dividend_yield_percentile_5y,equity_risk_premium_pct,equity_bond_yield_ratio,dividend_bond_spread_pct,valuation_temperature
2026-07-30,000985,中证全指,0.8334,0.9409,-0.264,88.24,30.72,53.36,-0.8862,0.4847,-0.5796,54.54
2026-07-30,399001,深证成指,2.1469,0.2847,0.4578,91.28,65.36,37.36,0.4273,1.2485,-0.2925,72.74
2026-07-30,399006,创业板指,1.5348,2.3023,0.6189,95.12,72.32,44.32,-0.1848,0.8925,-0.8753,75.76
2026-07-31,000001,上证指数,1.2002,1.5743,-0.3847,93.36,28.24,30.8,-0.5139,0.7002,-0.3879,68.5
2026-07-31,000300,沪深300,4.4676,2.0988,-0.6749,98.56,27.76,43.44,2.7535,2.6064,0.4844,66.5
2026-07-31,000688,科创50,0.4235,2.971,0.0322,98.64,62.0,24.0,-1.2906,0.2471,-1.2209,80.16
2026-07-31,000852,中证1000,2.1561,0.9421,-0.2314,88.4,38.64,62.32,0.442,1.2579,-0.4425,46.54
2026-07-31,000905,中证500,3.0008,0.7331,1.3988,91.28,87.92,10.32,1.2867,1.7506,-0.1198,85.62
2026-07-31,000922,中证红利,8.4509,1.4936,-0.1431,93.92,55.84,4.08,6.7368,4.9302,2.5378,83.78
2026-07-31,000985,中证全指,0.8391,0.9205,-0.1051,87.68,40.88,48.08,-0.875,0.4895,-0.5881,57.88
2026-07-31,399001,深证成指,2.1298,0.2955,0.5588,91.52,70.4,33.84,0.4157,1.2425,-0.2977,75.12
2026-07-31,399006,创业板指,1.5101,2.3974,0.7591,95.28,77.28,42.24,-0.204,0.881,-0.8823,77.66
2026-08-03,000001,上证指数,1.2175,1.5151,-0.2492,92.4,33.44,27.04,-0.4994,0.7091,-0.4009,69.94
2026-08-03,000300,沪深300,4.4968,2.0255,-0.6599,97.76,27.92,46.0,2.7799,2.6191,0.4885,65.3
2026-08-03,000688,科创50,0.4843,2.3786,0.0414,97.6,62.64,24.48,-1.2326,0.2821,-1.2209,79.02
2026-08-03,000852,中证1000,2.1491,0.9661,-0.1383,89.04,41.12,60.32,0.4322,1.2517,-0.4549,48.08
2026-08-03,000905,中证500,3.0023,0.7309,1.466,91.2,88.96,9.52,1.2854,1.7487,-0.1324,86.1
2026-08-03,000922,中证红利,8.4485,1.4937,-0.1114,93.92,57.04,3.68,6.7316,4.9208,2.5299,84.2
2026-08-03,000985,中证全指,0.8532,0.8732,0.0274,85.6,48.32,45.2,-0.8637,0.4969,-0.601,59.56
2026-08-03,399001,深证成指,2.1491,0.2825,0.6157,91.12,73.44,32.24,0.4322,1.2517,-0.3048,75.88
2026-08-03,399006,创业板指,1.5377,2.2859,0.7102,94.96,75.36,43.36,-0.1792,0.8956,-0.8797,76.64
2026-08-04,000001,上证指数,1.2307,1.4702,-0.2223,91.92,34.16,27.92,-0.4819,0.7186,-0.3939,69.46
2026-08-04,000300,沪深300,4.5329,1.9378,-0.7773,96.4,25.68,55.68,2.8203,2.6468,0.5191,61.44
2026-08-04,000688,科创50,0.4828,2.3839,0.0604,97.68,64.08,25.2,-1.2298,0.2819,-1.2128,79.2
2026-08-04,000852,中证1000,2.147,0.9739,-0.1201,89.2,41.52,60.56,0.4344,1.2536,-0.4501,48.1
2026-08-04,000905,中证500,3.0036,0.7289,1.4377,90.96,88.48,10.16,1.291,1.7538,-0.12,85.6
2026-08-04,000922,中证红利,8.6258,1.3119,-0.3477,88.56,44.0,7.36,6.9132,5.0367,2.6215,77.18
2026-08-04,000985,中证全指,0.8569,0.8598,0.0871,84.96,51.12,44.16,-0.8557,0.5004,-0.5991,60.0
2026-08-04,399001,深证成指,2.1206,0.3008,0.6226,91.84,73.68,32.88,0.408,1.2382,-0.2979,76.46
2026-08-04,399006,创业板指,1.4966,2.4467,0.8184,95.6,78.96,40.88,-0.216,0.8738,-0.884,78.56
2026-08-05,000001,上证指数,1.2302,1.4693,-0.1577,91.92,36.08,26.72,-0.4835,0.7178,-0.3995,70.24
2026-08-05,000300,沪深300,4.529,1.942,-0.7851,96.48,25.36,55.76,2.8153,2.6428,0.519,61.48
2026-08-05,000688,科创50,0.4695,2.4914,0.1076,97.84,67.12,24.88,-1.2442,0.2739,-1.2156,80.32
2026-08-05,000852,中证1000,2.1347,1.0153,-0.0668,90.16,42.56,59.2,0.421,1.2457,-0.4568,49.36
2026-08-05,000905,中证500,2.9912,0.745,1.4787,91.6,89.2,9.84,1.2775,1.7455,-0.1233,86.34
2026-08-05,000922,中证红利,8.6903,1.2467,-0.4424,87.36,35.6,7.84,6.9766,5.0711,2.6477,74.0
2026-08-05,000985,中证全指,0.8517,0.8751,0.1647,86.0,55.04,40.32,-0.862,0.497,-0.6071,62.52
2026-08-05,399001,深证成指,2.1026,0.3124,0.6908,92.48,76.72,31.76,0.3889,1.227,-0.3058,78.0
2026-08-05,399006,创业板指,1.4558,2.6138,0.9247,96.24,81.28,37.6,-0.2579,0.8495,-0.8961,80.54
2026-08-06,000001,上证指数,1.2151,1.5146,-0.135,92.56,36.8,26.96,-0.4992,0.7088,-0.3995,70.82
2026-08-06,000300,沪深300,4.5249,1.9468,-0.8047,96.56,24.72,57.44,2.8106,2.6395,0.5226,61.02
2026-08-06,000688,科创50,0.4592,2.5761,0.0698,98.0,64.48,25.28,-1.2551,0.2678,-1.2134,79.78
2026-08-06,000852,中证1000,2.1466,0.9767,-0.112,89.28,41.76,60.96,0.4323,1.2522,-0.4493,48.16
2026-08-06,000905,中证500,3.0066,0.7244,1.4273,90.64,88.24,11.2,1.2923,1.7538,-0.1156,85.14
2026-08-06,000922,中证红利,8.6648,1.2699,-0.3781,88.24,41.04,7.44,6.9505,5.0544,2.636,75.86
2026-08-06,000985,中证全指,0.8622,0.8405,0.1819,84.16,56.16,40.48,-0.8521,0.5029,-0.607,61.94
2026-08-06,399001,深证成指,2.1239,0.2978,0.6316,91.6,73.92,34.08,0.4096,1.2389,-0.2967,76.14
2026-08-06,399006,创业板指,1.4574,2.6021,0.8695,96.16,80.0,39.28,-0.2569,0.8502,-0.8907,79.76
2026-08-07,000001,上证指数,1.2039,1.5479,-0.1167,92.88,37.76,26.64,-0.5075,0.7035,-0.3979,71.6
2026-08-07,000300,沪深300,4.5266,1.9382,-0.8007,96.48,24.88,57.28,2.8152,2.645,0.5252,61.0
2026-08-07,000688,科创50,0.5494,1.8727,0.1433,93.68,68.16,25.12,-1.162,0.321,-1.211,78.02
2026-08-07,000852,中证1000,2.1375,1.0075,-0.1009,90.08,42.0,60.56,0.4261,1.249,-0.4483,48.68
2026-08-07,000905,中证500,3.0002,0.7327,1.4511,91.2,88.64,10.32,1.2888,1.7531,-0.1153,85.76
2026-08-07,000922,中证红利,8.7131,1.2211,-0.4493,86.56,35.04,8.08,7.0017,5.0912,2.6667,73.5
2026-08-07,000985,中证全指,0.8488,0.882,0.207,86.48,58.24,38.72,-0.8626,0.496,-0.6076,63.9
2026-08-07,399001,深证成指,2.0959,0.3162,0.6572,92.72,75.36,31.76,0.3845,1.2247,-0.3021,77.84
2026-08-07,399006,创业板指,1.4516,2.622,0.9615,96.24,82.08,36.24,-0.2598,0.8482,-0.8981,81.14
2026-08-10,000001,上证指数,1.1996,1.5594,0.0355,93.36,44.72,20.64,-0.5078,0.7026,-0.4159,74.96
2026-08-10,000300,沪深300,4.4894,2.0192,-0.7382,97.84,27.04,48.56,2.782,2.6294,0.507,64.48
2026-08-10,000688,科创50,0.5476,1.8802,0.1469,93.68,68.32,23.68,-1.1598,0.3207,-1.2132,78.34
2026-08-10,000852,中证1000,2.1154,1.0802,-0.0212,91.92,44.08,54.32,0.408,1.239,-0.4666,51.86
2026-08-10,000905,中证500,2.974,0.7666,1.5493,92.16,90.88,8.88,1.2666,1.7418,-0.126,87.36
2026-08-10,000922,中证红利,8.6493,1.2816,-0.3425,88.32,44.16,7.2,6.9419,5.0658,2.6329,76.8
2026-08-10,000985,中证全指,0.8484,0.882,0.3562,86.56,69.44,29.76,-0.859,0.4969,-0.6213,68.8
2026-08-10,399001,深证成指,2.0718,0.3321,0.7465,93.44,78.4,29.84,0.3644,1.2135,-0.3093,79.58
2026-08-10,399006,创业板指,1.4337,2.6909,0.9888,96.56,82.56,33.76,-0.2737,0.8397,-0.8999,82.22
2026-08-11,000001,上证指数,1.2207,1.4882,-0.019,91.84,41.44,22.48,-0.4954,0.7113,-0.4178,72.82
2026-08-11,000300,沪深300,4.5469,1.8843,-0.8093,95.52,24.24,53.84,2.8308,2.6496,0.5124,61.28
2026-08-11,000688,科创50,0.5366,1.9487,0.1221,94.8,67.44,21.44,-1.1795,0.3127,-1.2431,79.3
2026-08-11,000852,中证1000,2.1294,1.0315,-0.0618,90.8,42.8,57.6,0.4133,1.2408,-0.4645,50.26
2026-08-11,000905,中证500,3.0062,0.7224,1.478,90.56,89.28,11.44,1.2901,1.7518,-0.1164,85.38
2026-08-11,000922,中证红利,8.6699,1.2595,-0.3832,87.76,40.24,7.92,6.9538,5.0521,2.658,75.36
2026-08-11,000985,中证全指,0.8657,0.8253,0.3037,83.28,65.68,34.32,-0.8504,0.5045,-0.6213,65.56
2026-08-11,399001,深证成指,2.1114,0.3047,0.6705,92.08,75.68,34.56,0.3953,1.2303,-0.2975,76.82
2026-08-11,399006,创业板指,1.4709,2.5216,0.9708,95.68,82.32,34.64,-0.2452,0.8571,-0.9074,81.34
2026-08-12,000001,上证指数,1.2458,1.4072,0.0639,91.2,46.16,21.52,-0.4683,0.7268,-0.4198,73.48
2026-08-12,000300,沪深300,4.5733,1.8221,-0.79,95.04,25.28,52.8,2.8592,2.668,0.5126,61.38
2026-08-12,000688,科创50,0.5495,1.8601,0.1445,93.44,68.16,21.44,-1.1646,0.3206,-1.2397,78.92
2026-08-12,000852,中证1000,2.1354,1.0096,-0.0129,90.08,44.56,57.92,0.4213,1.2458,-0.4617,50.2
2026-08-12,000905,中证500,3.0122,0.7133,1.5247,90.08,90.56,10.88,1.2981,1.7573,-0.1171,85.48
2026-08-12,000922,中证红利,8.6983,1.2301,-0.4022,86.72,38.56,8.08,6.9842,5.0745,2.6669,74.46
2026-08-12,000985,中证全指,0.8847,0.7659,0.3953,81.2,70.96,31.36,-0.8294,0.5161,-0.625,66.76
2026-08-12,399001,深证成指,2.116,0.3011,0.7213,91.6,77.76,32.8,0.4019,1.2345,-0.2988,77.52
2026-08-12,399006,创业板指,1.4536,2.5864,0.9975,96.08,82.8,33.12,-0.2605,0.848,-0.9083,82.1
2026-08-13,000001,上证指数,1.2423,1.4155,-0.0407,91.28,40.72,24.24,-0.4609,0.7294,-0.3985,71.28
2026-08-13,000300,沪深300,4.5826,1.798,-0.8554,94.8,23.04,59.6,2.8794,2.6906,0.5404,58.9
2026-08-13,000688,科创50,0.546,1.8783,0.0754,93.6,64.4,22.0,-1.1572,0.3206,-1.2228,77.7
2026-08-13,000852,中证1000,2.1508,0.9574,-0.093,88.48,42.24,60.64,0.4476,1.2628,-0.4394,47.58
2026-08-13,000905,中证500,3.0296,0.6895,1.4209,88.8,88.0,13.92,1.3264,1.7788,-0.0927,83.1
2026-08-13,000922,中证红利,8.7516,1.1768,-0.4663,85.28,33.6,9.52,7.0484,5.1383,2.7117,72.24
2026-08-13,000985,中证全指,0.881,0.7757,0.2905,81.84,64.88,37.12,-0.8222,0.5173,-0.604,63.86
2026-08-13,399001,深证成指,2.1252,0.2945,0.623,91.12,73.44,38.24,0.422,1.2478,-0.2721,74.54
2026-08-13,399006,创业板指,1.4789,2.4713,0.919,95.44,81.12,36.8,-0.2243,0.8683,-0.8883,80.18
2026-08-14,000001,上证指数,1.2294,1.4529,-0.0738,91.6,39.76,25.84,-0.4738,0.7218,-0.3931,71.06
2026-08-14,000300,沪深300,4.5841,1.7915,-0.9007,94.72,21.76,62.88,2.8809,2.6914,0.5522,57.74
2026-08-14,000688,科创50,0.5401,1.9132,0.082,94.4,64.72,21.92,-1.1631,0.3171,-1.2237,78.2
2026-08-14,000852,中证1000,2.1526,0.9501,-0.1324,88.32,41.2,62.16,0.4494,1.2639,-0.4322,46.84
2026-08-14,000905,中证500,3.0425,0.6718,1.3572,88.0,86.4,17.36,1.3393,1.7863,-0.0806,81.2
2026-08-14,000922,中证红利,8.7808,1.1472,-0.4883,84.48,31.76,9.84,7.0776,5.1555,2.7284,71.32
2026-08-14,000985,中证全指,0.8691,0.8108,0.2676,83.04,62.96,38.24,-0.8341,0.5103,-0.6006,63.56
2026-08-14,399001,深证成指,2.1185,0.2984,0.566,91.44,70.32,40.96,0.4153,1.2438,-0.2631,73.28
2026-08-14,399006,创业板指,1.4681,2.5081,0.9285,95.68,81.36,36.24,-0.2351,0.862,-0.8896,80.6
